1BM14IS055,16IS5DCDBM,19,18,29,0,0,0
1BM14IS056,16IS5DCDBM,36,37,0,0,0,0
1BM14IS057,16IS5DCDBM,23,32,34,0,0,0
1BM14IS058,16IS5DCDBM,29,18,38,0,0,0
1BM14IS059,16IS5DCDBM,0,30,40,0,0,0
1BM14IS060,16IS5DCDBM,24,25,30,0,0,0
1BM14IS061,16IS5DCDBM,16,17,38,0,0,0
1BM14IS062,16IS5DCDBM,29,23,0,0,0,0
1BM14IS063,16IS5DCDBM,35,37,0,0,0,0
1BM14IS064,16IS5DCDBM,34,0,29,0,0,0
1BM14IS065,16IS5DCDBM,33,13,37,0,0,0
1BM14IS067,16IS5DCDBM,37,37,0,0,0,0
1BM14IS069,16IS5DCDBM,27,32,37,0,0,0
1BM14IS070,16IS5DCDBM,30,37,0,0,0,0
1BM14IS071,16IS5DCDBM,37,33,0,0,0,0
1BM14IS072,16IS5DCDBM,17,34,38,0,0,0
1BM14IS073,16IS5DCDBM,32,34,38,0,0,0
1BM14IS074,16IS5DCDBM,23,13,35,0,0,0
1BM14IS076,16IS5DCDBM,32,25,0,0,0,0
1BM14IS078,16IS5DCDBM,30,29,31,0,0,0
1BM14IS079,16IS5DCDBM,34,27,40,0,0,0
1BM14IS080,16IS5DCDBM,30,12,36,0,0,0
1BM14IS081,16IS5DCDBM,30,29,0,0,0,0
1BM14IS082,16IS5DCDBM,29,29,0,0,0,0
1BM14IS083,16IS5DCDBM,30,21,27,0,0,0
1BM14IS084,16IS5DCDBM,23,23,32,0,0,0
1BM14IS085,16IS5DCDBM,38,35,0,0,0,0
1BM14IS086,16IS5DCDBM,30,30,35,0,0,0
1BM14IS087,16IS5DCDBM,32,21,38,0,0,0
1BM14IS088,16IS5DCDBM,29,33,38,0,0,0
1BM14IS089,16IS5DCDBM,31,21,35,0,0,0
1BM14IS090,16IS5DCDBM,34,38,0,0,0,0
1BM14IS091,16IS5DCDBM,0,19,30,0,0,0
1BM14IS092,16IS5DCDBM,25,33,40,0,0,0
1BM14IS093,16IS5DCDBM,24,27,0,0,0,0
1BM14IS094,16IS5DCDBM,34,37,0,0,0,0
1BM14IS095,16IS5DCDBM,27,27,0,0,0,0
1BM14IS096,16IS5DCDBM,21,15,0,0,0,0
1BM14IS097,16IS5DCDBM,30,31,0,0,0,0
1BM14IS098,16IS5DCDBM,16,5,27,0,0,0
1BM14IS099,16IS5DCDBM,18,24,0,0,0,0
1BM14IS100,16IS5DCDBM,19,21,32,0,0,0
1BM14IS101,16IS5DCDBM,7,17,30,0,0,0
1BM14IS102,16IS5DCDBM,21,36,37,0,0,0
1BM14IS103,16IS5DCDBM,10,2,34,0,0,0
1BM14IS104,16IS5DCDBM,34,24,31,0,0,0
1BM14IS106,16IS5DCDBM,22,34,38,0,0,0
1BM15IS401,16IS5DCDBM,36,33,37,0,0,0
1BM15IS411,16IS5DCDBM,17,22,30,0,0,0
1BM15IS410,16IS5DCDBM,31,26,30,0,0,0
1BM15IS402,16IS5DCDBM,0,6,22,0,0,0
1BM15IS409,16IS5DCDBM,18.5,29,34,0,0,0
1BM15IS400,16IS5DCDBM,16,34,37,0,0,0
1BM15IS405,16IS5DCDBM,16,16,34,0,0,0
1BM15IS414,16IS5DCDBM,32,24,35,0,0,0
1BM12IS059,16IS5DCDBM,0,0,0,0,0,0
1BM12IS023,16IS5DCDBM,0,0,0,0,0,0
1BM14IS415,16IS5DCDBM,8,12,26,0,0,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
